"root","x","Barrier","Kr","Kx","kAQP","perimeter","Kr2","radius","conductance"
"root1",26,"T2",5.05111479777677e-05,0.84549563937866,6e-04,0.233358274610031,5.846197682612e-08,0.371401229155824,1.3642586042435e-08
"root1",26,"T3",3.55867108889479e-05,0.84549563937866,6e-04,0.233358274610031,4.11883227881341e-08,0.371401229155824,9.61163593992e-09
"root1",26,"T1",5.28801663767601e-05,0.84549563937866,6e-04,0.233358274610031,6.12038962693983e-08,0.371401229155824,1.42824356328381e-08
"root1",26,"T2",5.20972188613452e-05,0.84549563937866,7e-04,0.233358274610031,6.02977070154458e-08,0.371401229155824,1.40709688720656e-08
"root1",26,"T3",3.61008796805402e-05,0.84549563937866,7e-04,0.233358274610031,4.17834255561808e-08,0.371401229155824,9.75050809508702e-09
"root1",26,"T1",5.4712032827776e-05,0.84549563937866,7e-04,0.233358274610031,6.33241120691852e-08,0.371401229155824,1.47772055336773e-08
"root1",26,"T2",5.35345738630667e-05,0.84549563937866,8e-04,0.233358274610031,6.19613123415124e-08,0.371401229155824,1.44591849405885e-08
"root1",26,"T3",3.655532418166e-05,0.84549563937866,8e-04,0.233358274610031,4.23094029880324e-08,0.371401229155824,9.87324928106773e-09
"root1",26,"T1",5.63894733055125e-05,0.84549563937866,8e-04,0.233358274610031,6.52655941036024e-08,0.371401229155824,1.52302664314153e-08
"root1",26,"T2",5.48578693439051e-05,0.84549563937866,9e-04,0.233358274610031,6.34929043332235e-08,0.371401229155824,1.48165946051808e-08
"root1",26,"T3",3.69656965114213e-05,0.84549563937866,9e-04,0.233358274610031,4.27843709622932e-08,0.371401229155824,9.98408698803625e-09
"root1",26,"T1",5.79481013780408e-05,0.84549563937866,9e-04,0.233358274610031,6.70695617801398e-08,0.371401229155824,1.56512372158643e-08
"root1",26,"T2",5.60907376724531e-05,0.84549563937866,0.001,0.233358274610031,6.49198352690429e-08,0.371401229155824,1.51495807463513e-08
"root1",26,"T3",3.73421331670832e-05,0.84549563937866,0.001,0.233358274610031,4.32200615359759e-08,0.371401229155824,1.00857589885747e-08
"root1",26,"T1",5.94122438792057e-05,0.84549563937866,0.001,0.233358274610031,6.87641711564881e-08,0.371401229155824,1.60466883360669e-08
"root1",30,"T2",3.64206002464908e-05,5.3502576248052,1e-04,0.263178350723938,4.21534725075125e-08,0.418861354324872,1.1093881371814e-08
"root1",30,"T3",3.17180404112821e-05,5.3502576248052,1e-04,0.263178350723938,3.67106949204654e-08,0.418861354324872,9.66146014309773e-09
