"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","X","RSA_id","kr","Kx","SUF","RSHA_id","age"
62,63,0,0.1977,-0.2394,-11.2379,0.2018,-0.2431,-11.3324,0.1887,0.0946612381072633,0.4314,0.3922,0.1961,7.0698,1,NA,"Tomato_60d_1",6.25959628714577e-05,0.0938700072641174,0.000938858139438684,"Tomato_60d_1_20_1A_60",20
63,64,0,0.2018,-0.2431,-11.3324,0.1997,-0.2381,-11.5323,0.1887,0.199973548250762,0.4314,0.3922,0.1961,7.251,1,NA,"Tomato_60d_1",6.24526378970425e-05,0.0916409652293286,0.00197689053117121,"Tomato_60d_1_20_1A_60",20
64,65,0,0.1997,-0.2381,-11.5323,0.2074,-0.2309,-11.7034,0.1887,0.171424443997933,0.4314,0.3922,0.1961,7.4068,1,NA,"Tomato_60d_1",6.23294037302992e-05,0.0897243827292178,0.00168924670150032,"Tomato_60d_1_20_1A_60",20
65,66,0,0.2074,-0.2309,-11.7034,0.2044,-0.2203,-11.8184,0.1887,0.115526447188512,0.4314,0.3922,0.1961,7.5121,1,NA,"Tomato_60d_1",6.22461138858957e-05,0.0884290288315177,0.00113582343719866,"Tomato_60d_1_20_1A_60",20
66,67,0,0.2044,-0.2203,-11.8184,0.2028,-0.2404,-11.9777,0.1887,0.160571043466747,0.4314,0.3922,0.1961,7.6588,1,NA,"Tomato_60d_1",6.21300776069404e-05,0.0866243904954057,0.00157431105871346,"Tomato_60d_1_20_1A_60",20
67,68,0,0.2028,-0.2404,-11.9777,0.1993,-0.2445,-12.1383,0.1887,0.160690447755925,0.4314,0.3922,0.1961,7.8061,1,NA,"Tomato_60d_1",6.2013566741977e-05,0.0848123712254035,0.00157085846685229,"Tomato_60d_1_20_1A_60",20
68,69,0,0.1993,-0.2445,-12.1383,0.2106,-0.2597,-12.3373,0.1887,0.1998992996486,0.4314,0.3922,0.1961,7.99,1,NA,"Tomato_60d_1",6.18681061305258e-05,0.0825501149881097,0.00194723680811393,"Tomato_60d_1_20_1A_60",20
69,70,0,0.2106,-0.2597,-12.3373,0.2177,-0.2656,-12.4244,0.1887,0.0875878416219963,0.4314,0.3922,0.1961,8.0707,1,NA,"Tomato_60d_1",6.18042743124502e-05,0.0816810757971424,0.00085151095058337,"Tomato_60d_1_20_1A_60",20
70,71,0,0.2177,-0.2656,-12.4244,0.2308,-0.267,-12.5684,0.1887,0.144601417697061,0.4314,0.3922,0.1961,8.2042,1,NA,"Tomato_60d_1",6.16986789256708e-05,0.0802518950608272,0.00140230686462451,"Tomato_60d_1_20_1A_60",20
71,72,0,0.2308,-0.267,-12.5684,0.2297,-0.2924,-12.7668,0.1887,0.200022323754124,0.4314,0.3922,0.1961,8.3896,1,NA,"Tomato_60d_1",6.15520318491997e-05,0.0782671002405064,0.00193294622717861,"Tomato_60d_1_20_1A_60",20
72,73,0,0.2297,-0.2924,-12.7668,0.2288,-0.298,-12.8077,0.1887,0.0412914034636757,0.4314,0.3922,0.1961,8.4279,1,NA,"Tomato_60d_1",6.15217374423559e-05,0.0778570805985523,0.000398512539876581,"Tomato_60d_1_20_1A_60",20
73,74,0,0.2288,-0.298,-12.8077,0.2341,-0.3156,-13.0013,0.1887,0.194470589035977,0.4314,0.3922,0.1961,8.6089,1,NA,"Tomato_60d_1",6.13785706632767e-05,0.0759193898624246,0.00187105042020114,"Tomato_60d_1_20_1A_60",20
74,75,0,0.2341,-0.3156,-13.0013,0.2321,-0.2933,-13.2001,0.1887,0.200056816929592,0.4314,0.3922,0.1961,8.7957,1,NA,"Tomato_60d_1",6.12308162194536e-05,0.0739196073789514,0.00191766263175077,"Tomato_60d_1_20_1A_60",20
75,76,0,0.2321,-0.2933,-13.2001,0.2319,-0.2902,-13.2255,0.1887,0.0255892555577526,0.4314,0.3922,0.1961,8.8198,1,NA,"Tomato_60d_1",6.12117536814657e-05,0.073661605463257,0.000245030163020061,"Tomato_60d_1_20_1A_60",20
76,77,0,0.2319,-0.2902,-13.2255,0.2404,-0.3112,-13.4242,0.1887,0.199987349599919,0.4314,0.3922,0.1961,9.0073,1,NA,"Tomato_60d_1",6.10634455539666e-05,0.0716739140029155,0.00190891733934938,"Tomato_60d_1_20_1A_60",20
77,78,0,0.2404,-0.3112,-13.4242,0.236,-0.3193,-13.5533,0.1887,0.129428667612704,0.4314,0.3922,0.1961,9.1291,1,NA,"Tomato_60d_1",6.09671045943431e-05,0.0705391671174129,0.00123214054362895,"Tomato_60d_1_20_1A_60",20
78,79,0,0.236,-0.3193,-13.5533,0.2402,-0.3272,-13.7531,0.1887,0.200000224999873,0.4314,0.3922,0.1961,9.3178,1,NA,"Tomato_60d_1",6.0817847294828e-05,0.0687811479278041,0.00189726218146267,"Tomato_60d_1_20_1A_60",20
